Номер дома;Общая площадь, кв,м,;Комнатность;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Тип санузла 1;Размер сан узла №2;Тип санузла 2;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Жилая площадь за кв,м,;Размер 1-й комнаты;Размер 2-й комнаты;Размер 3-й комнаты;Размер 4-й комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Площадь гардеробных;Месяц продажи;Год продажи;планировка_1;планировка_2
9;39.1;1ккв;24;2;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.1;0.0;13.5;1.0;4.2;0.0;3.6;14.5;14.5;0.0;0.0;0.0;117059.0;4577006.9;Стр. Резерв;0.0;12;2019;У;Д
9;67.7;3ккв;24;2;5;0;2.0;3.9;нет данных;1.2;нет данных;11.4;1.0;13.0;1.0;4.0;0.0;3.6;34.0;11.4;12.0;10.6;0.0;106029.0;7178163.3;Стр. Резерв;2.1;12;2019;Л;ПД
9;63.2;2ккв;25;2;1;0;1.0;4.6;нет данных;0.0;Санузел отсутствует;10.7;0.0;10.0;2.0;3.0;6.4;3.6;33.2;13.7;19.5;0.0;0.0;100656.0;6361459.2;Стр. Резерв;0.0;12;2019;У;СП
9;37.8;1ккв;25;2;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.1;0.0;15.1;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;130215.0;4922127.0;Стр. Резерв;0.0;12;2019;Л;С
9;39.6;1ккв;25;2;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.4;0.0;15.0;1.0;3.0;0.0;3.6;13.8;13.8;0.0;0.0;0.0;119390.0;4727844.0;Стр. Резерв;0.0;12;2019;Л;ДД
9;39.1;1ккв;25;2;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.1;0.0;13.5;1.0;4.2;0.0;3.6;14.5;14.5;0.0;0.0;0.0;117237.0;4583966.7;Стр. Резерв;0.0;12;2019;У;Д
9;67.7;3ккв;25;2;5;0;2.0;3.9;нет данных;1.2;нет данных;11.4;1.0;13.0;1.0;4.0;0.0;3.6;34.0;11.4;12.0;10.6;0.0;106181.0;7188453.7;Стр. Резерв;2.1;12;2019;Л;ПД
9;48.3;2ккв;2;3;1;0;1.0;4.7;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.5;0.0;0.0;0.0;3.6;26.4;13.2;13.2;0.0;0.0;105064.0;5074591.2;Продажа;0.0;10;2019;У;Д
9;41.1;2ккв(с);2;3;2;1;1.0;4.0;нет данных;0.0;Санузел отсутствует;3.9;0.0;9.3;0.0;0.0;0.0;3.6;23.9;10.7;13.2;0.0;0.0;120471.0;4951358.1;Ус. Бронь;0.0;12;2019;У;Д
9;32.0;1ккв;2;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.3;0.0;0.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;123404.0;3948928.0;Продажа;2.9;10;2019;Л;Д
9;31.8;1ккв;2;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.9;0.0;0.0;0.0;3.6;11.8;11.8;0.0;0.0;0.0;121903.889937107;3876543.7;Продажа;1.9;12;2019;Л;Д
9;54.5;2ккв;2;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;6.9;0.0;17.7;0.0;0.0;0.0;3.6;25.6;12.6;13.0;0.0;0.0;103358.0;5633011.0;Ус. Бронь;0.0;12;2019;Р;ДД
9;52.5;2ккв;3;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.4;13.2;13.2;0.0;0.0;105017.0;5513392.5;Стр. Резерв;0.0;12;2019;У;Д
9;42.7;2ккв(с);3;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;8.9;2.0;3.6;3.2;3.6;23.9;10.7;13.2;0.0;0.0;117887.0;5033774.9;Стр. Резерв;0.0;12;2019;У;Д
9;33.7;1ккв;3;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;9.9;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;126326.0;4257186.2;Стр. Резерв;2.9;12;2019;Л;Д
9;32.3;1ккв;3;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.3;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;121877.0;3936627.1;Стр. Резерв;1.9;12;2019;Л;Д
9;55.3;2ккв;3;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.6;12.6;13.0;0.0;0.0;101838.0;5631641.4;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.5;2ккв;4;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.4;13.2;13.2;0.0;0.0;105271.0;5526727.5;Стр. Резерв;0.0;12;2019;У;Д
9;42.7;2ккв(с);4;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;8.9;2.0;3.6;3.2;3.6;23.9;10.7;13.2;0.0;0.0;118203.0;5047268.1;Стр. Резерв;0.0;12;2019;У;Д
9;33.7;1ккв;4;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;9.9;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;126634.0;4267565.8;Стр. Резерв;2.9;12;2019;Л;Д
9;32.3;1ккв;4;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.3;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;122179.0;3946381.7;Стр. Резерв;1.9;12;2019;Л;Д
9;55.3;2ккв;4;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.6;12.6;13.0;0.0;0.0;102084.0;5645245.2;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.5;2ккв;5;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.4;13.2;13.2;0.0;0.0;99967.0;5248267.5;Продажа;0.0;10;2019;У;Д
9;42.7;2ккв(с);5;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;8.9;2.0;3.6;3.2;3.6;23.9;10.7;13.2;0.0;0.0;108442.880093677;4630510.98;Продажа;0.0;9;2019;У;Д
9;33.7;1ккв;5;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;9.9;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;126311.719881306;4256704.96;Продажа;2.9;12;2019;Л;Д
9;32.3;1ккв;5;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.3;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;117814.0;3805392.2;Продажа;1.9;9;2019;Л;Д
9;55.3;2ккв;5;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.6;12.6;13.0;0.0;0.0;99870.0;5522811.0;Продажа;0.0;9;2019;Р;ДД
9;52.7;2ккв;6;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;104779.0;5521853.3;Продажа;0.0;10;2019;У;Д
9;43.0;2ккв(с);6;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;111466.0;4793038.0;Продажа;0.0;9;2019;У;Д
9;33.9;1ккв;6;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;131841.0;4469409.9;Продажа;2.9;11;2019;Л;Д
9;32.5;1ккв;6;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116935.52;3800404.4;Продажа;1.9;9;2019;Л;Д
9;55.5;2ккв;6;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;101560.7;5636618.85;Пл. Бронь;0.0;12;2019;Р;ДД
9;52.7;2ккв;7;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;106031.0;5587833.7;Стр. Резерв;0.0;12;2019;У;Д
9;43.0;2ккв(с);7;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;119146.0;5123278.0;Стр. Резерв;0.0;12;2019;У;Д
9;33.9;1ккв;7;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;127561.0;4324317.9;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;7;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;123087.0;4000327.5;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;7;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;102823.0;5706676.5;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;8;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;106284.0;5601166.8;Стр. Резерв;0.0;12;2019;У;Д
9;43.0;2ккв(с);8;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;119460.0;5136780.0;Стр. Резерв;0.0;12;2019;У;Д
9;33.9;1ккв;8;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;127870.0;4334793.0;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;8;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;123388.0;4010110.0;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;8;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;103069.0;5720329.5;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;9;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;100928.0;5318905.6;Продажа;0.0;9;2019;У;Д
9;43.0;2ккв(с);9;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;113474.0;4879382.0;Продажа;0.0;10;2019;У;Д
9;33.9;1ккв;9;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;132139.0;4479512.1;Продажа;2.9;11;2019;Л;Д
9;32.5;1ккв;9;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;123691.0;4019957.5;Пл. Бронь;1.9;12;2019;Л;Д
9;55.5;2ккв;9;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104908.0;5822394.0;Продажа;0.0;11;2019;Р;ДД
9;52.7;2ккв;10;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;106311.0;5602589.7;Продажа;0.0;10;2019;У;Д
9;43.0;2ккв(с);10;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;114909.0;4941087.0;Продажа;0.0;10;2019;У;Д
9;33.9;1ккв;10;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;127848.3;4334057.37;Продажа;2.9;11;2019;Л;Д
9;32.5;1ккв;10;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;123376.210153846;4009726.83;Продажа;1.9;12;2019;Л;Д
9;55.5;2ккв;10;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;101071.0;5609440.5;Продажа;0.0;10;2019;Р;ДД
9;52.7;2ккв;11;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;104946.0;5530654.2;Продажа;0.0;11;2019;У;Д
9;43.0;2ккв(с);11;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;118664.04;5102553.72;Продажа;0.0;11;2019;У;Д
9;33.9;1ккв;11;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;128796.0;4366184.4;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;11;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;124296.0;4039620.0;Пл. Бронь;1.9;12;2019;Л;Д
9;55.5;2ккв;11;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;103807.0;5761288.5;Ус. Бронь;0.0;12;2019;Р;ДД
9;52.7;2ккв;12;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;107298.0;5654604.6;Стр. Резерв;0.0;12;2019;У;Д
9;43.0;2ккв(с);12;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;120720.0;5190960.0;Стр. Резерв;0.0;12;2019;У;Д
9;33.9;1ккв;12;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;129105.0;4376659.5;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;12;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;124598.0;4049435.0;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;12;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104053.0;5774941.5;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;13;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;105344.0;5551628.8;Пл. Бронь;0.0;12;2019;У;Д
9;43.0;2ккв(с);13;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;118585.0;5099155.0;Продажа;0.0;10;2019;У;Д
9;33.9;1ккв;13;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;129290.0;4382931.0;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;13;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;124779.0;4055317.5;Пл. Бронь;1.9;12;2019;Л;Д
9;55.5;2ккв;13;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104200.0;5783100.0;Ус. Бронь;0.0;12;2019;Р;ДД
9;52.7;2ккв;14;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;107109.759962049;5644684.35;Продажа;0.0;11;2019;У;Д
9;43.0;2ккв(с);14;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;115874.0;4982582.0;Продажа;0.0;10;2019;У;Д
9;33.9;1ккв;14;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;129475.0;4389202.5;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;14;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;124961.0;4061232.5;Свободно;1.9;12;2019;Л;Д
9;55.5;2ккв;14;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;103315.02;5733983.61;Продажа;0.0;12;2019;Р;ДД
9;52.7;2ккв;15;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;107755.0;5678688.5;Стр. Резерв;0.0;12;2019;У;Д
9;43.0;2ккв(с);15;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;121286.0;5215298.0;Ус. Бронь;0.0;12;2019;У;Д
9;33.9;1ккв;15;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;129661.0;4395507.9;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;15;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;125142.0;4067115.0;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;15;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104496.0;5799528.0;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;16;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;105791.0;5575185.7;Пл. Бронь;0.0;12;2019;У;Д
9;43.0;2ккв(с);16;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;119094.0;5121042.0;Пл. Бронь;0.0;12;2019;У;Д
9;33.9;1ккв;16;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;129846.0;4401779.4;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;16;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;125324.0;4073030.0;Свободно;1.9;12;2019;Л;Д
9;55.5;2ккв;16;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104643.0;5807686.5;Ус. Бронь;0.0;12;2019;Р;ДД
9;52.7;2ккв;17;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;108059.0;5694709.3;Стр. Резерв;0.0;12;2019;У;Д
9;43.0;2ккв(с);17;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;121664.0;5231552.0;Стр. Резерв;0.0;12;2019;У;Д
9;33.9;1ккв;17;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;130031.0;4408050.9;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;17;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;125506.0;4078945.0;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;17;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104791.0;5815900.5;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;18;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;106089.0;5590890.3;Продажа;0.0;12;2019;У;Д
9;43.0;2ккв(с);18;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;121912.0;5242216.0;Продажа;0.0;10;2019;У;Д
9;33.9;1ккв;18;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;130216.0;4414322.4;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;18;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;125687.0;4084827.5;Свободно;1.9;12;2019;Л;Д
9;55.5;2ккв;18;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;104939.0;5824114.5;Свободно;0.0;12;2019;Р;ДД
9;52.7;2ккв;19;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;108364.0;5710782.8;Свободно;0.0;12;2019;У;Д
9;43.0;2ккв(с);19;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;119053.0;5119279.0;Продажа;0.0;12;2019;У;Д
9;33.9;1ккв;19;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;130402.0;4420627.8;Стр. Резерв;2.9;12;2019;Л;Д
9;32.5;1ккв;19;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;125868.0;4090710.0;Стр. Резерв;1.9;12;2019;Л;Д
9;55.5;2ккв;19;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;105086.0;5832273.0;Стр. Резерв;0.0;12;2019;Р;ДД
9;52.7;2ккв;20;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;108515.0;5718740.5;Ус. Бронь;0.0;12;2019;У;Д
9;43.0;2ккв(с);20;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;119237.0;5127191.0;Пл. Бронь;0.0;12;2019;У;Д
9;33.9;1ккв;20;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;130587.0;4426899.3;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;20;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;126049.0;4096592.5;Свободно;1.9;12;2019;Л;Д
9;55.5;2ккв;20;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;105234.0;5840487.0;Ус. Бронь;0.0;12;2019;Р;ДД
9;52.7;2ккв;21;3;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;5.7;0.0;11.2;1.0;9.8;0.0;3.6;26.6;13.2;13.4;0.0;0.0;106537.0;5614499.9;Продажа;0.0;11;2019;У;Д
9;43.0;2ккв(с);21;3;2;1;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.6;3.2;3.6;24.1;10.9;13.2;0.0;0.0;120018.0;5160774.0;Пл. Бронь;0.0;12;2019;У;Д
9;33.9;1ккв;21;3;3;0;1.0;3.6;нет данных;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;6.9;0.0;3.6;11.3;11.3;0.0;0.0;0.0;130772.0;4433170.8;Свободно;2.9;12;2019;Л;Д
9;32.5;1ккв;21;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.6;0.0;3.6;11.8;11.8;0.0;0.0;0.0;126231.0;4102507.5;Свободно;1.9;12;2019;Л;Д
9;55.5;2ккв;21;3;5;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.6;0.0;16.3;1.0;3.0;0.0;3.6;25.8;12.8;13.0;0.0;0.0;105382.0;5848701.0;Свободно;0.0;12;2019;Р;ДД
